,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Khamgaon,0,IN,1553478361,31,20.71,76.57,79.85,4.72
377,Klaksvik,0,FO,1553476800,100,62.23,-6.59,37.4,16.11
378,Mutis,76,CO,1553478364,98,6.23,-77.4,75.98,1.59
379,Rawson,0,AR,1553478365,80,-43.3,-65.11,48.08,8.97
380,Novyy Urengoy,88,RU,1553478367,91,66.08,76.63,24.23,14.56
381,Timizart,24,DZ,1553478368,89,36.8,4.25,39.62,1.92
382,Goundam,92,ML,1553478370,34,16.42,-3.66,81.47,3.49
383,Gambela,100,ET,1553478371,70,8.25,34.59,70.22,3.94
384,Kaduna,56,NG,1553478373,62,10.52,7.44,67.97,6.62
385,Kokkola,0,FI,1553478316,81,63.84,23.13,32.0,6.93
386,Urucara,36,BR,1553478376,82,-2.54,-57.76,79.76,3.38
387,Vila Velha,40,BR,1553477940,94,-3.71,-38.6,79.0,5.82
388,Neutraubling,0,DE,1553478317,81,48.99,12.19,46.0,5.82
389,Isangel,75,VU,1553475600,62,-19.55,169.27,87.8,11.41
390,Plettenberg Bay,92,ZA,1553478382,99,-34.05,23.37,66.89,9.19
391,Montespertoli,0,IT,1553478377,75,43.64,11.08,53.01,3.36
392,Mongo,100,CF,1553478385,92,4.83,22.92,74.72,3.38
393,Edd,0,ER,1553478386,57,13.93,41.69,67.97,2.48
394,Kinkala,40,CG,1553475600,88,-4.35,14.75,75.2,4.7
395,Loding,75,DE,1553478380,71,48.05,12.68,50.0,10.29
396,Seminole,1,US,1553478021,15,32.72,-102.64,71.6,6.93
397,Samana,32,EC,1553478369,96,0.12,-76.97,72.38,2.04
398,Waingapu,68,ID,1553478393,82,-9.65,120.26,82.73,10.65
399,Juneau,20,US,1553475360,57,58.3,-134.42,51.8,9.17
400,Camopi,88,GF,1553478341,96,3.17,-52.33,73.91,2.59
401,Harper,1,US,1553478369,72,30.3,-99.24,69.01,4.7
402,Miraflores,76,CO,1553478400,97,5.2,-73.14,53.93,1.36
403,Cayenne,75,GF,1553475600,78,4.94,-52.33,78.8,11.41
404,Caravelas,32,BR,1553478313,100,-17.73,-39.27,82.37,11.65
405,Dingle,0,PH,1553478404,46,11.0,122.67,87.5,14.45
406,Vanimo,76,PG,1553478406,100,-2.67,141.3,81.47,9.75
407,Batagay-Alyta,0,RU,1553478407,80,67.8,130.41,4.43,4.05
408,Palmer,90,US,1553478007,61,61.6,-149.11,46.4,3.36
409,Druskininkai,36,LT,1553478410,82,54.02,23.98,26.48,6.96
410,Ancud,0,CL,1553475600,87,-41.87,-73.83,50.0,10.29
411,Wanaka,68,NZ,1553478413,88,-44.7,169.14,62.12,6.17
412,Buarcos,0,PT,1553478388,81,40.16,-8.88,57.0,3.36
413,Sucre,88,BO,1553478417,95,-19.05,-65.26,50.6,1.92
414,Alberdi,0,AR,1553475600,83,-26.19,-58.14,73.4,3.36
415,Bolilao,0,PH,1553478420,46,10.71,122.55,87.5,14.45
416,Katangli,80,RU,1553478421,97,51.71,143.23,26.12,12.1
417,Barra Patuca,48,HN,1553478423,83,15.8,-84.28,80.57,8.97
418,Itapaci,32,BR,1553478424,95,-14.95,-49.55,70.49,4.5
419,Najran,0,SA,1553475600,25,17.54,44.22,73.4,5.61
420,Magadan,0,RU,1553478427,98,59.56,150.8,27.2,13.22
421,Sri Aman,75,MY,1553475600,83,1.24,111.46,82.4,1.59
422,La Grande,1,US,1553478405,80,45.32,-118.09,54.0,2.37
423,Bethel,40,US,1553475360,93,60.79,-161.76,39.2,14.99
424,Sitka,0,US,1553478389,72,37.17,-99.65,52.0,1.01
425,Rettikhovka,0,RU,1553478434,84,44.17,132.77,40.7,7.4
426,Fairbanks,75,US,1553478124,36,64.84,-147.72,48.2,8.05
427,Misratah,32,LY,1553478330,100,32.38,15.09,49.79,4.38
428,Pacifica,1,US,1553478363,71,37.61,-122.49,63.0,4.7
429,Stanilesti,0,RO,1553475600,69,46.62,28.17,35.6,1.92
430,Otane,56,NZ,1553478137,58,-39.89,176.62,75.99,5.99
431,Sawtell,32,AU,1553478196,66,-30.38,153.1,95.0,12.75
432,Turbat,0,PK,1553478444,76,26.0,63.05,61.85,2.93
433,Trinidad,8,UY,1553478446,67,-33.52,-56.9,59.87,12.21
434,Torrington,90,US,1553478191,81,42.06,-104.18,44.6,10.29
435,Boyolangu,64,ID,1553478449,90,-8.09,111.9,80.03,4.05
436,Payakumbuh,32,ID,1553478450,79,-0.23,100.63,81.38,3.15
437,Padang,20,ID,1553478266,100,-0.92,100.36,82.46,8.19
438,Lapas,0,PT,1553478429,81,39.49,-8.55,60.01,3.36
439,Alta Floresta,44,BR,1553478454,96,-9.87,-56.08,74.81,1.48
440,Shorapur,0,IN,1553478456,48,16.52,76.76,82.1,5.06
441,Altay,0,CN,1553478457,67,47.83,88.13,27.2,2.93
442,Perth,75,GB,1553478151,64,56.4,-3.43,43.0,17.22
443,Monrovia,56,LR,1553478364,86,6.33,-10.8,78.77,4.94
444,Adre,0,TD,1553478462,21,13.47,22.2,73.37,14.45
445,Yulara,76,AU,1553475600,44,-25.24,130.99,80.6,18.34
446,Meulaboh,20,ID,1553478428,100,4.14,96.13,81.2,3.94
447,Antalaha,12,MG,1553478466,93,-14.9,50.28,77.78,8.08
448,Ponta do Sol,20,BR,1553478300,86,-20.63,-46.0,64.55,3.15
449,Iralaya,0,HN,1553478469,91,15.0,-83.23,75.62,6.17
450,Hare Bay,20,CA,1553478410,68,48.86,-53.99,30.2,18.34
451,Botwood,20,CA,1553478410,68,49.14,-55.34,30.2,18.34
452,Lastoursville,92,GA,1553478473,98,-0.81,12.73,69.41,1.59
453,North Battleford,1,CA,1553475600,74,52.78,-108.3,30.2,6.93
454,Gravdal,76,NO,1553478364,93,59.79,5.78,37.99,6.93
455,Benghazi,0,LY,1553478243,100,32.12,20.07,60.41,14.67
456,Miles City,90,US,1553478307,75,46.41,-105.84,46.4,9.17
457,Rio Gallegos,75,AR,1553475600,57,-51.62,-69.22,51.8,8.05
458,Erenhot,0,CN,1553478482,47,43.65,111.97,44.3,4.61
459,Anloga,20,GH,1553475600,83,5.79,0.9,82.4,10.29
460,Siderno,5,IT,1553478351,67,38.28,16.3,57.2,8.05
461,Mbaiki,68,CF,1553478294,90,3.87,17.99,73.28,3.6
462,Dandong,0,CN,1553478401,54,40.12,124.37,52.67,5.5
463,Saint-Augustin,0,FR,1553478128,70,44.83,-0.61,48.0,6.93
464,Kendal,40,ID,1553475600,94,-6.92,110.2,78.8,2.24
465,Camacha,40,PT,1553475600,77,33.08,-16.33,64.4,19.46
466,Takoradi,64,GH,1553478493,100,4.89,-1.75,81.02,10.98
467,Puerto del Rosario,24,ES,1553477400,88,28.5,-13.86,64.4,3.36
468,Sao Gabriel da Cachoeira,80,BR,1553478437,94,-0.13,-67.09,75.53,1.92
469,Rathdrum,40,IE,1553478398,81,52.93,-6.23,44.01,11.41
470,Morada Nova,76,BR,1553478499,98,-5.1,-38.37,74.0,1.92
471,Sakassou,88,CI,1553477565,74,7.45,-5.29,78.8,11.41
472,Nieuw Amsterdam,0,SR,1553478012,88,5.88,-55.08,78.01,6.93
473,Miandrivazo,0,MG,1553478504,94,-19.53,45.46,67.07,2.59
474,Miguel Hidalgo,20,MX,1553477581,17,19.41,-99.19,84.2,6.93
475,Kutum,0,SD,1553478369,25,14.2,24.66,65.63,13.67
476,Non Thai,75,TH,1553477758,88,15.2,102.07,89.01,4.7
477,Aranos,64,NA,1553478510,39,-24.14,19.11,74.36,11.21
478,Chapais,1,CA,1553475600,42,49.78,-74.86,5.0,6.93
479,Tuy Hoa,100,VN,1553478512,90,13.08,109.3,77.87,6.62
480,Manado,40,ID,1553475600,70,1.49,124.85,86.0,3.36
481,Barra do Garcas,68,BR,1553478515,96,-15.89,-52.26,71.03,6.62
482,Nampula,48,MZ,1553478517,96,-15.12,39.26,70.76,5.39
483,Chavinda,0,MX,1553478518,56,20.01,-102.46,57.17,2.15
484,Kharp,68,RU,1553478520,79,66.82,65.8,19.55,8.41
485,Rochegda,64,RU,1553478521,76,62.67,43.41,20.18,2.71
486,Kabinda,48,CD,1553478523,98,-6.14,24.49,69.05,3.04
487,Penzance,0,GB,1553478487,93,50.12,-5.53,48.0,9.17
488,Cockburn Town,92,TC,1553478302,100,21.46,-71.14,76.7,19.15
489,Itarema,88,BR,1553478429,96,-2.92,-39.92,76.25,2.93
490,Mozarlandia,80,BR,1553478528,91,-14.74,-50.57,73.37,4.16
491,Lev Tolstoy,0,RU,1553478530,84,53.21,39.45,24.77,11.77
492,Mujiayingzi,0,CN,1553478531,59,42.12,118.78,44.93,7.52
493,Pilar,0,AR,1553478510,67,-34.46,-58.91,62.6,11.41
494,Stonewall,20,CA,1553478484,49,50.13,-97.33,24.8,9.17
495,Gazanjyk,24,TM,1553478299,86,39.24,55.52,43.4,3.6
496,Portland,1,US,1553478034,38,45.52,-122.67,61.0,3.36
497,Xingtai,0,CN,1553478539,23,37.07,114.49,73.01,6.51
498,Bowen,75,AU,1553478210,70,-20.01,148.25,89.01,10.29
499,Sur,0,OM,1553478305,100,22.57,59.53,70.76,10.09
500,Gamba,0,CN,1553478543,85,28.28,88.52,14.51,2.71
501,Ames,90,US,1553478506,100,42.03,-93.62,46.4,8.05
502,Zanjan,92,IR,1553478516,95,36.67,48.48,36.2,8.41
503,Lagos,20,NG,1553475600,88,6.46,3.39,80.6,11.99
504,Santo Antonio do Ica,24,BR,1553478549,96,-3.1,-67.94,75.98,2.71
505,Pinerolo,0,IT,1553478500,46,44.89,7.33,55.99,4.7
506,Ardakan,75,IR,1553475600,34,32.31,54.02,64.4,4.7
507,Comodoro Rivadavia,0,AR,1553475600,87,-45.87,-67.48,55.4,1.12
508,Lasa,0,CY,1553475600,61,34.92,32.53,50.0,10.29
509,Tynda,80,RU,1553478557,57,55.15,124.74,19.91,9.19
510,Emmett,1,US,1553478552,62,43.87,-116.5,53.6,6.93
511,Azanka,80,RU,1553478560,95,58.04,64.79,31.88,4.72
512,Shuya,0,RU,1553478562,91,56.84,41.38,29.0,9.53
513,Lishu,0,CN,1553478563,76,43.31,124.32,48.62,8.08
514,Iskateley,80,RU,1553478565,92,67.68,53.15,28.73,12.44
515,Payson,90,US,1553478370,60,40.04,-111.73,46.0,4.7
516,Anadyr,90,RU,1553477587,92,64.73,177.51,17.6,13.42
517,Nizhnyaya Tavda,56,RU,1553478569,91,57.67,66.17,29.36,9.98
518,Auki,0,NG,1553478501,39,12.18,6.51,67.25,5.06
519,La Rioja,68,AR,1553478572,75,-29.41,-66.86,69.23,5.61
520,Broken Hill,75,AU,1553475600,59,-31.97,141.45,66.2,20.8
521,Khabarovsk,0,RU,1553475600,34,48.48,135.08,33.8,6.71
522,Scarborough,0,GB,1553478484,61,54.28,-0.41,43.0,14.99
523,Saurimo,100,AO,1553478577,97,-9.66,20.4,65.81,2.59
524,Moissala,0,TD,1553478579,58,8.34,17.77,80.48,14.0
525,Hartselle,1,US,1553478504,51,34.44,-86.94,64.4,5.17
526,Broome,36,GB,1553478212,75,52.47,1.45,45.0,17.22
527,Rokytne,76,UA,1553478583,77,51.27,27.23,32.42,2.93
528,Murwillumbah,76,AU,1553478367,38,-28.33,153.4,93.99,10.29
529,Oistins,75,BB,1553475600,78,13.07,-59.53,78.8,20.8
530,Gulu,12,UG,1553478588,92,2.77,32.3,61.22,2.48
531,Kindersley,40,CA,1553478415,69,51.47,-109.16,33.8,9.17
532,Anchorage,90,US,1553478358,77,61.22,-149.89,46.4,16.11
533,Kiomboi,12,TZ,1553478592,90,-4.28,34.41,63.47,2.37
534,Vilhena,8,BR,1553478555,93,-12.74,-60.15,72.11,1.92
535,Berezanka,0,UA,1553478595,91,46.86,31.39,35.12,2.93
536,Ketchikan,1,US,1553475360,61,55.34,-131.65,55.4,16.11
537,Shieli,0,KZ,1553478598,84,44.18,66.74,44.93,2.93
538,Bahia Blanca,0,AR,1553478489,98,-38.72,-62.27,56.0,9.75
539,Vestmannaeyjar,88,IS,1553478601,98,63.44,-20.27,35.12,12.1
540,Torbay,75,CA,1553477520,86,47.66,-52.73,32.0,13.87
541,Wamba,80,CD,1553478604,95,2.14,27.99,70.85,2.04
542,Awbari,0,LY,1553478318,82,26.59,12.77,44.48,3.15
543,Fez,75,MA,1553477400,76,34.03,-5.02,57.2,4.7
544,Saint-Francois,90,FR,1553478399,93,46.42,3.91,42.8,4.7
545,Nara,75,JP,1553478226,50,34.68,135.8,53.6,8.05
546,Horki,0,BY,1553478611,71,54.29,30.98,21.8,2.93
547,Atar,0,MR,1553478440,53,20.52,-13.05,54.2,3.04
548,Novyy Urgal,56,RU,1553478427,73,51.07,132.56,23.87,4.05
549,Irara,0,TL,1553478616,83,-8.52,127.01,87.77,8.63
550,Trelew,0,AR,1553478617,80,-43.25,-65.31,48.08,8.97
551,Aleksandrovsk,56,RU,1553478327,87,59.16,57.56,30.0,1.99
552,Kibala,0,TD,1553478622,59,9.11,18.35,80.75,12.1
553,Mizdah,0,LY,1553478623,92,31.45,12.98,43.22,3.38
554,Boundiali,12,CI,1553478625,49,9.53,-6.48,70.31,4.38
555,Ranong,0,TH,1553475600,94,9.96,98.62,78.8,1.12
556,Lumeje,56,AO,1553478627,81,-11.56,20.78,67.52,3.94
557,Posse,92,BR,1553478629,96,-14.08,-46.36,67.79,3.38
558,Deputatskiy,8,RU,1553478396,81,69.3,139.9,2.18,3.94
559,Sumbe,92,AO,1553478348,100,-11.2,13.84,79.58,5.39
560,Mwense,80,ZM,1553478633,95,-10.39,28.7,64.73,2.71
561,Urengoy,76,RU,1553478635,90,65.96,78.37,20.54,15.57
562,Cubuk,20,TR,1553478548,79,40.24,33.03,30.99,8.05
563,Namtsy,0,RU,1553475600,60,62.72,129.66,6.8,8.95
564,Hami,36,CN,1553478639,44,42.84,93.51,52.49,4.72
565,Lakatoro,76,VU,1553478442,96,-16.11,167.42,79.85,11.43
566,Kivertsi,68,UA,1553476237,74,50.83,25.46,37.99,2.93
567,Kudahuvadhoo,76,MV,1553478468,100,2.67,72.89,83.99,11.43
568,Rio Grande,0,BR,1553478644,83,-32.03,-52.1,65.81,15.79
